,median_forecast,mean_forecast,std_forecast,min_forecast,max_forecast,num_respondents
2021-06-04,4.1558,4.1764,0.3971,3.4347,5.465,104.0
2021-06-07,4.5394,4.5454,0.4144,3.4842,6.018,103.0
2021-06-08,4.5406,4.5464,0.408,3.4842,5.8079,103.0
2021-06-09,4.1363,4.133,0.4007,3.3389,5.5399,105.0
2021-06-10,4.2085,4.2153,0.4573,3.3495,5.7457,106.0
2021-06-11,4.3396,4.3501,0.4558,3.452,5.9875,112.0
2021-06-14,4.3484,4.3758,0.4606,3.452,5.9875,110.0
2021-06-15,4.3484,4.3773,0.4594,3.452,5.9875,110.0
2021-06-16,4.3484,4.3806,0.4618,3.452,5.9875,110.0
2021-06-17,4.3641,4.3928,0.4683,3.452,5.9875,110.0
2021-06-18,4.2767,4.2941,0.4682,3.4192,5.8315,109.0
2021-06-21,4.4269,4.4276,0.469,3.452,5.9875,110.0
2021-06-22,4.4269,4.4145,0.4441,3.452,5.6932,110.0
2021-06-23,4.4278,4.4236,0.438,3.452,5.6932,110.0
2021-06-24,4.2558,4.2345,0.4223,3.2989,5.6062,109.0
2021-06-25,4.2563,4.245,0.4226,3.2788,5.6007,111.0
2021-06-28,4.23,4.214,0.416,3.2187,5.5844,111.0
2021-06-29,4.2163,4.2076,0.418,3.1987,5.6605,111.0
2021-06-30,4.4732,4.4733,0.4406,3.452,5.8509,112.0
2021-07-01,4.2011,4.2138,0.4189,3.1586,5.8,112.0
2021-07-02,4.238,4.2382,0.4319,3.1386,5.791,112.0
2021-07-05,4.5755,4.567,0.4492,3.452,6.0089,113.0
2021-07-06,4.5925,4.5813,0.4423,3.452,6.0089,115.0
2021-07-07,4.6011,4.5958,0.4604,3.452,6.2088,115.0
2021-07-08,4.3148,4.2922,0.4662,3.0386,5.7651,114.0
2021-07-09,4.3299,4.3052,0.4624,3.0386,5.7651,114.0
2021-07-12,4.2878,4.285,0.4706,3.4149,5.9833,101.0
2021-07-13,4.2779,4.2848,0.4689,3.4052,5.9638,102.0
2021-07-14,4.3464,4.3638,0.4851,3.4634,6.0807,102.0
2021-07-15,4.3502,4.3884,0.5054,3.4634,6.0807,101.0
2021-07-16,4.3625,4.4217,0.5155,3.4634,6.1859,103.0
2021-07-19,4.4003,4.4574,0.5157,3.4634,6.2966,102.0
2021-07-20,4.4003,4.4566,0.5198,3.4634,6.2966,102.0
2021-07-21,4.2351,4.2701,0.4536,3.2945,5.9042,102.0
2021-07-22,4.2204,4.2719,0.4402,3.318,5.8842,103.0
2021-07-23,4.4352,4.4168,0.473,3.3083,5.955,113.0
2021-07-26,4.7807,4.7681,0.5153,3.4634,6.3351,114.0
2021-07-27,4.7807,4.7729,0.5127,3.4634,6.3351,114.0
2021-07-28,4.806,4.7954,0.5209,3.4634,6.5576,114.0
2021-07-29,4.8414,4.8059,0.5165,3.4634,6.5576,115.0
2021-07-30,4.472,4.4381,0.4812,3.2406,6.1147,114.0
2021-08-02,4.9028,4.9228,0.5171,3.4634,6.6303,114.0
2021-08-03,4.9028,4.9256,0.5187,3.4634,6.6303,114.0
2021-08-04,4.4086,4.3861,0.4708,3.1922,6.0029,113.0
2021-08-05,4.9255,4.9357,0.5155,3.4634,6.6303,114.0
2021-08-06,4.9358,4.9713,0.5184,3.4634,6.6303,114.0
2021-08-09,4.3439,4.3395,0.4802,3.1439,5.8913,114.0
2021-08-10,4.3439,4.3469,0.479,3.1439,5.8913,114.0
2021-08-11,4.3787,4.3746,0.4739,3.1439,5.8913,116.0
2021-08-12,4.3618,4.3606,0.459,3.5117,5.8592,116.0
2021-08-13,4.4121,4.4113,0.4724,3.5102,5.8393,117.0
2021-08-16,4.4685,4.4721,0.4729,3.4934,5.8913,116.0
2021-08-17,4.3775,4.4015,0.4506,3.4687,5.8059,117.0
2021-08-18,4.479,4.5128,0.4908,3.4934,6.2332,117.0
2021-08-19,4.3779,4.4179,0.4849,3.4343,6.1168,117.0
2021-08-20,4.3896,4.4446,0.4889,3.4171,6.1052,118.0
2021-08-23,4.5513,4.5866,0.4893,3.4934,6.2332,116.0
2021-08-24,4.3797,4.4208,0.4641,3.3483,6.0587,116.0
2021-08-25,4.402,4.4369,0.4747,3.3312,6.0471,116.0
2021-08-26,4.417,4.438,0.4764,3.314,6.0355,114.0
2021-08-27,4.7487,4.754,0.528,3.4934,6.399,115.0
2021-08-30,4.5357,4.5144,0.4724,3.6182,5.989,104.0
2021-08-31,4.8124,4.8249,0.5238,3.7422,6.399,105.0
2021-09-01,4.8333,4.8676,0.5609,3.7422,6.399,107.0
2021-09-02,4.8951,4.9054,0.5593,3.7422,6.399,107.0
2021-09-03,5.0035,5.0176,0.5801,3.7744,6.7351,110.0
2021-09-06,5.0298,5.0415,0.5779,3.7744,6.7351,109.0
2021-09-07,5.0298,5.04335,0.57795,3.7744,6.7351,109.0
2021-09-08,5.0298,5.0452,0.578,3.7744,6.7351,109.0
2021-09-09,4.6861,4.6631,0.5555,3.4622,6.1418,108.0
2021-09-10,4.7853,4.7525,0.5658,3.5453,6.1418,108.0
2021-09-13,4.9253,4.8505,0.5461,3.5455,6.1418,103.0
2021-09-14,4.9257,4.8715,0.5485,3.5455,6.2824,104.0
2021-09-15,4.9574,4.9132,0.5714,3.5455,6.6792,106.0
2021-09-16,4.9952,4.9631,0.5806,3.5455,6.6792,108.0
2021-09-17,5.1243,5.1561,0.5135,3.5572,6.6792,119.0
2021-09-20,5.184,5.188,0.4973,3.5572,6.6792,119.0
2021-09-21,5.1851,5.1942,0.4958,3.5572,6.6792,119.0
2021-09-22,5.2072,5.2038,0.5073,3.5572,6.6792,120.0
2021-09-23,5.2128,5.2198,0.4881,4.0209,6.6792,120.0
2021-09-24,5.3122,5.2947,0.5052,4.0209,6.6792,121.0
2021-09-27,5.3261,5.3099,0.4948,4.0209,6.6792,122.0
2021-09-28,5.332,5.3268,0.4962,4.0209,6.6792,122.0
2021-09-29,5.3534,5.3399,0.4842,4.0209,6.6792,122.0
2021-09-30,5.3561,5.3499,0.4878,4.0209,6.6792,122.0
2021-10-01,5.3825,5.4252,0.4893,4.3659,6.6792,121.0
2021-10-04,5.3911,5.4561,0.472,4.4775,6.6792,120.0
2021-10-05,5.4052,5.4614,0.4706,4.4775,6.6792,120.0
2021-10-06,5.4051,5.4749,0.4745,4.4967,6.799,121.0
2021-10-07,5.4625,5.4832,0.4737,4.4967,6.799,122.0
2021-10-08,4.5663,4.6497,0.4515,3.8651,6.1114,122.0
2021-10-11,4.6026,4.6822,0.4836,3.8651,6.1653,122.0
2021-10-12,4.603,4.6892,0.49549999999999994,3.8651,6.386100000000001,122.0
2021-10-13,4.6034,4.6962,0.5074,3.8651,6.6069,123.0
2021-10-14,4.6034,4.7021,0.4993,3.8651,6.6069,123.0
2021-10-15,4.6072,4.7211,0.4933,3.8651,6.6598,122.0
2021-10-18,4.6954,4.7914,0.5043,3.8651,6.6598,104.0
2021-10-19,4.6968,4.8035,0.4896,3.8651,6.6598,105.0
2021-10-20,4.6965,4.81,0.4941,3.8651,6.6703,106.0
2021-10-21,4.7484,4.8583,0.5016,3.9367,6.6703,107.0
2021-10-22,5.1341,5.1485,0.5892,4.0732,6.9258,123.0
2021-10-25,5.1913,5.212,0.5712,4.0925,6.9258,122.0
2021-10-26,5.2293,5.275,0.6122,4.0925,7.4072,122.0
2021-10-27,5.318,5.3374,0.6215,4.0925,7.4072,122.0
2021-10-28,5.3651,5.3723,0.607,4.0925,7.4072,121.0
2021-10-29,5.5423,5.5051,0.6115,4.1959,7.4072,124.0
2021-11-01,5.5703,5.5542,0.608,4.1959,7.4072,122.0
2021-11-02,5.5768,5.5682,0.60105,4.1959,7.4072,122.0
2021-11-03,5.5833,5.5822,0.5941,4.1959,7.4072,123.0
2021-11-04,5.5833,5.5897,0.587,4.1959,7.4072,123.0
2021-11-05,5.6529,5.6896,0.6093,4.1959,7.4072,123.0
2021-11-08,5.6619,5.7281,0.6199,4.1959,7.5732,123.0
2021-11-09,5.6619,5.7281,0.6199,4.1959,7.5732,123.0
2021-11-10,5.0999,5.2099,0.6043,3.658,7.0194,123.0
2021-11-11,5.1196,5.2511,0.6263,3.8643,7.0194,124.0
2021-11-12,5.3599,5.3824,0.6644,3.8643,7.0194,124.0
2021-11-15,5.37165,5.4031,0.66755,3.8643,7.0194,124.0
2021-11-16,5.3834,5.4238,0.6707,3.8643,7.0194,123.0
2021-11-17,5.4185,5.4358,0.6728,3.8643,7.0194,124.0
2021-11-18,5.5207,5.5159,0.6969,3.8643,7.0208,123.0
2021-11-19,5.7542,5.749,0.6462,3.8643,7.4444,125.0
2021-11-22,5.8056,5.7823,0.6294,3.8121,7.4444,123.0
2021-11-23,5.8464,5.8009,0.6335,3.8121,7.4444,124.0
2021-11-24,5.8579,5.8034,0.6335,3.8121,7.4444,124.0
2021-11-25,5.8576,5.8145,0.6338,3.8121,7.4444,123.0
2021-11-26,5.8776,5.843,0.6273,3.8121,7.4444,126.0
2021-11-29,5.8898,5.8874,0.6137,3.8121,7.4444,124.0
2021-11-30,5.8898,5.8906,0.6149,3.8121,7.4444,124.0
2021-12-01,5.8898,5.8955,0.6109,3.8121,7.4444,124.0
2021-12-02,5.9128,5.9006,0.6069,3.8121,7.4444,124.0
2021-12-03,5.9267,5.939,0.5753,3.8121,7.4444,126.0
2021-12-06,5.9083,5.9536,0.562,3.8121,7.4444,125.0
2021-12-07,5.8992,5.9622,0.5596,3.8121,7.4444,126.0
2021-12-08,5.9083,5.9607,0.551,3.8121,7.3755,127.0
2021-12-09,5.9108,5.9782,0.5229,3.9663,7.3755,127.0
2021-12-10,5.2188,5.2759,0.5251,3.1428,6.7914,127.0
2021-12-13,5.2188,5.2769,0.5263,3.1428,6.7914,127.0
2021-12-14,5.2188,5.2791,0.5259,3.1428,6.7914,127.0
2021-12-15,5.2188,5.2774,0.5274,3.1428,6.7914,127.0
2021-12-16,5.2188,5.2751,0.529,3.1428,6.7914,127.0
2021-12-17,5.2263,5.2709,0.5217,3.1428,6.7065,127.0
2021-12-20,5.2188,5.2658,0.5198,3.1428,6.7065,123.0
2021-12-21,5.2088,5.2598,0.5114,3.1428,6.7065,126.0
2021-12-22,5.188,5.2582,0.5109,3.1428,6.7065,126.0
2021-12-23,5.1987,5.2492,0.5143,3.1428,6.7065,126.0
2021-12-24,5.188,5.2362,0.4966,3.1428,6.7065,126.0
2021-12-27,5.1717,5.2326,0.5022,3.1428,6.7065,124.0
2021-12-28,5.1717,5.2316,0.5024,3.1428,6.7065,124.0
2021-12-29,5.1767,5.2333,0.4983,3.1428,6.7065,125.0
2021-12-30,5.1767,5.2325,0.4979,3.1428,6.7065,125.0
2021-12-31,5.1767,5.2325,0.4979,3.1428,6.7065,125.0
2022-01-03,5.1771,5.2234,0.4897,3.1428,6.7065,110.0
2022-01-04,5.1776,5.2232,0.4923,3.1428,6.7065,113.0
2022-01-05,5.1776,5.2252,0.4905,3.1428,6.7065,113.0
2022-01-06,5.1772,5.2163,0.4869,3.1428,6.7065,112.0
2022-01-07,5.1714,5.2152,0.4901,3.1428,6.7065,118.0
2022-01-10,5.1761,5.2191,0.4521,4.1019,6.7065,115.0
2022-01-11,5.0499,5.1351,0.4479,4.0415,6.5479,115.0
2022-01-12,5.0616,5.1457,0.4472,4.0415,6.5479,115.0
2022-01-13,5.0608,5.1417,0.4548,4.0415,6.5479,116.0
2022-01-14,5.0831,5.1608,0.4588,4.0415,6.7281,117.0
2022-01-17,5.0932,5.1568,0.4813,3.4817,6.7281,116.0
2022-01-18,5.0881,5.1515,0.4795,3.4817,6.7281,118.0
2022-01-19,5.0933,5.1665,0.4883,3.4817,6.7281,119.0
2022-01-20,5.1001,5.1793,0.4855,3.4817,6.7281,120.0
2022-01-21,5.1467,5.199,0.4638,3.4817,6.7281,129.0
2022-01-24,5.1465,5.1972,0.4698,3.4817,6.7281,130.0
2022-01-25,5.129,5.1922,0.4675,3.4817,6.7281,130.0
2022-01-26,5.1327,5.1925,0.4674,3.4817,6.7281,130.0
2022-01-27,5.1974,5.2706,0.4996,3.4817,6.7281,133.0
2022-01-28,5.3796,5.3789,0.4955,3.4817,6.7281,136.0
2022-01-31,5.4073,5.3981,0.4869,3.4817,6.7281,135.0
2022-02-01,5.4174,5.3985,0.4869,3.4817,6.7281,135.0
2022-02-02,5.4174,5.3994,0.4863,3.4817,6.7281,135.0
2022-02-03,5.4179,5.4051,0.4868,3.4817,6.7281,136.0
2022-02-04,5.428,5.4206,0.4844,3.4817,6.7281,136.0
2022-02-07,5.4394,5.4312,0.4845,3.4817,6.7281,134.0
2022-02-08,5.4471,5.4326,0.4828,3.4817,6.7281,135.0
2022-02-09,5.2573,5.2759,0.4721,4.0944,6.6465,110.0
2022-02-10,5.2678,5.2901,0.4553,4.3024,6.6465,110.0
2022-02-11,5.3015,5.3205,0.4585,4.3024,6.6465,111.0
2022-02-14,5.3033,5.3266,0.4597,4.3024,6.6465,111.0
2022-02-15,5.3033,5.3302,0.4582,4.3024,6.6465,111.0
2022-02-16,5.3195,5.3445,0.4517,4.3024,6.6465,111.0
2022-02-17,5.3199,5.3508,0.4526,4.3024,6.6465,110.0
2022-02-18,5.3871,5.3957,0.4319,4.3024,6.5623,111.0
2022-02-21,5.3963,5.4004,0.4307,4.3024,6.5623,110.0
2022-02-22,5.4054,5.4104,0.4227,4.3024,6.5623,111.0
2022-02-23,5.2306,5.2072,0.4271,4.0489,6.3245,111.0
2022-02-24,5.4264,5.424,0.4134,4.3024,6.5623,112.0
2022-02-25,5.4436,5.4581,0.4217,4.3024,6.5623,112.0
2022-02-28,5.446633333333334,5.4657333333333336,0.4235666666666667,4.3024,6.5623,112.0
2022-03-01,5.449666666666666,5.473366666666666,0.42543333333333333,4.3024,6.5623,112.0
2022-03-02,5.4527,5.481,0.4273,4.3024,6.5623,104.0
2022-03-03,5.4929,5.5034,0.4244,4.3024,6.5623,106.0
2022-03-04,5.526,5.5531,0.4353,4.3024,6.5643,109.0
2022-03-07,5.5233,5.5597,0.4357,4.3025,6.5643,110.0
2022-03-08,5.5777,5.5799,0.4443,4.3025,6.6328,110.0
2022-03-09,5.6509,5.6531,0.4998,4.3025,7.5261,112.0
2022-03-10,5.6671,5.7569,0.5415,4.6509,7.5885,111.0
2022-03-11,5.6896,5.7759,0.6288,4.3542,7.6796,115.0
2022-03-14,5.7849,5.8465,0.6183,4.3542,7.6902,116.0
2022-03-15,5.8053,5.8555,0.6112,4.3542,7.6902,117.0
2022-03-16,5.8182,5.8606,0.6096,4.3542,7.6902,118.0
2022-03-17,5.8182,5.8726,0.6059,4.3542,7.6902,118.0
2022-03-18,5.8916,5.9396,0.598,4.3542,8.0214,120.0
2022-03-21,5.9539,5.9795,0.5886,4.3542,8.0214,119.0
2022-03-22,5.9918,6.0,0.5954,4.3542,8.0214,119.0
2022-03-23,5.9918,6.0056,0.5919,4.3542,8.0214,121.0
2022-03-24,6.0233,6.0486,0.5597,4.807,8.0214,121.0
2022-03-25,6.1347,6.215,0.6443,4.9102,8.6225,120.0
2022-03-28,6.1597,6.2375,0.637,4.9102,8.6225,119.0
2022-03-29,6.1597,6.2392,0.6362,4.9102,8.6225,119.0
2022-03-30,6.2047,6.2601,0.6622,4.9102,8.6225,120.0
2022-03-31,6.2117,6.2688,0.6663,4.9102,8.6225,121.0
2022-04-01,6.2451,6.3212,0.6639,4.9102,8.6225,122.0
2022-04-04,6.2633,6.3285,0.6622,4.8441,8.6225,122.0
2022-04-05,6.2755,6.3362,0.6688,4.8441,8.6225,122.0
2022-04-06,6.3098,6.3525,0.6596,4.8441,8.6225,122.0
2022-04-07,6.3143,6.3608,0.6541,4.8441,8.6225,122.0
2022-04-08,5.4394,5.4888,0.6445,3.7786,8.3086,121.0
2022-04-11,5.4394,5.4976,0.6542,3.7786,8.3086,117.0
2022-04-12,5.4394,5.5038,0.6631,3.7786,8.3086,117.0
2022-04-13,5.4481,5.5089,0.6582,3.7786,8.3086,118.0
2022-04-14,5.4901,5.5569,0.6362,3.7786,8.3086,115.0
2022-04-15,5.52125,5.5793,0.64105,3.7786,8.3086,115.0
2022-04-18,5.5524,5.6017,0.6459,3.7786,8.3086,102.0
2022-04-19,5.5676,5.6336,0.6467,3.7786,8.3086,104.0
2022-04-20,5.602,5.6788,0.6494,3.7786,8.3086,107.0
2022-04-21,5.66185,5.746449999999999,0.6144000000000001,4.1278500000000005,8.43795,107.0
2022-04-22,5.7217,5.8141,0.5794,4.4771,8.5673,116.0
2022-04-25,5.7171,5.8231,0.5784,4.7584,8.5673,116.0
2022-04-26,5.7356,5.8247,0.5609,4.7584,8.5673,118.0
2022-04-27,5.7551,5.8402,0.5508,4.7584,8.5673,119.0
2022-04-28,5.7508,5.8294,0.5687,4.7584,8.5673,118.0
2022-04-29,5.9127,6.0072,0.6065,4.7584,8.384,119.0
2022-05-02,5.9386,6.0362,0.5996,4.8324,8.384,118.0
2022-05-03,5.9432,6.0502,0.6179,4.8324,8.384,119.0
2022-05-04,6.0074,6.0633,0.61,4.8324,8.384,119.0
2022-05-05,6.0287,6.1129,0.6405,4.8324,8.7379,118.0
2022-05-06,6.087,6.2205,0.6961,4.8324,8.7379,120.0
2022-05-09,6.1079,6.2362,0.6952,4.8324,8.7379,120.0
2022-05-10,6.1079,6.2336,0.6911,4.8324,8.7379,122.0
2022-05-11,5.5013,5.638,0.6949,4.1981,7.9334,122.0
2022-05-12,5.5433,5.6885,0.7206,4.1981,7.9334,122.0
2022-05-13,5.6339,5.8232,0.75,4.4057,7.9334,122.0
2022-05-16,5.6608,5.8329,0.7582,4.4057,7.9334,122.0
2022-05-17,5.6608,5.8438,0.7735,4.4057,8.4063,122.0
2022-05-18,5.6339,5.8458,0.7813,4.4057,8.4063,122.0
2022-05-19,5.7033,5.87,0.7724,4.4057,8.4063,122.0
2022-05-20,6.0714,6.0552,0.7379,4.5098,8.1372,126.0
2022-05-23,6.0772,6.0804,0.7391,4.5098,8.1372,126.0
2022-05-24,6.0929,6.0948,0.7436,4.5098,8.1372,126.0
2022-05-25,6.0929,6.1043,0.7458,4.5098,8.1372,126.0
2022-05-26,6.0955,6.1203,0.7384,4.5098,8.1372,124.0
2022-05-27,6.1135,6.1438,0.7439,4.5098,8.1372,124.0
2022-05-30,6.1348,6.1738,0.7523,4.5098,8.1372,120.0
2022-05-31,6.1397,6.1912,0.7437,4.5098,8.1372,120.0
2022-06-01,6.1397,6.1915,0.7434,4.5098,8.1372,120.0
2022-06-02,6.1397,6.1772,0.7675,4.0507,8.1372,120.0
2022-06-03,6.2229,6.2262,0.7651,4.0507,8.1372,118.0
2022-06-06,6.3305,6.2983,0.7574,4.0507,8.1372,116.0
2022-06-07,6.3256,6.2854,0.7781,3.3439,8.1372,117.0
2022-06-08,6.3256,6.2855,0.7604,4.3861,8.1372,117.0
2022-06-09,6.0928,6.0592,0.7729,3.8034,8.2233,116.0
2022-06-10,5.9202,5.854,0.8192,3.6159,7.9336,117.0
2022-06-13,5.9315,5.8359,0.7967,3.6159,7.9336,114.0
2022-06-14,5.9315,5.8292,0.801,3.6159,7.9336,114.0
2022-06-15,5.9428,5.8392,0.76,3.8034,7.9336,115.0
2022-06-16,5.92255,5.8256499999999996,0.7911,3.8034,7.9336,115.0
2022-06-17,5.9023,5.8121,0.8222,3.8034,7.9336,115.0
2022-06-20,5.8729,5.8091,0.825,3.8034,7.9336,112.0
2022-06-21,5.8729,5.8066,0.8299,3.8034,7.9336,114.0
2022-06-22,5.8729,5.8057,0.8346,3.8034,7.9336,114.0
2022-06-23,5.8882,5.8133,0.8399,3.8034,7.9336,112.0
2022-06-24,5.8882,5.7934,0.8335,3.8394,8.1483,112.0
2022-06-27,5.8741,5.7741,0.8419,3.8394,8.1483,111.0
2022-06-28,5.8741,5.7784,0.8383,3.8394,8.1483,111.0
2022-06-29,5.8882,5.7761,0.8339,3.8394,8.1483,112.0
2022-06-30,5.8729,5.7558,0.8138,3.8394,8.1483,112.0
2022-07-01,5.7592,5.7265,0.8095,3.7361,8.1483,114.0
2022-07-04,5.7234,5.7091,0.8125,3.7361,8.1483,112.0
2022-07-05,5.7015,5.7076,0.8075,3.7361,8.1483,113.0
2022-07-06,5.6847,5.6776,0.8166,3.7361,8.1483,114.0
2022-07-07,5.6283,5.6346,0.8037,3.7361,8.1483,117.0
2022-07-08,5.1416,5.2014,0.7865,3.7343,7.1405,122.0
2022-07-11,5.0753,5.1548,0.8004,3.4014,7.1405,120.0
2022-07-12,5.0719,5.1327,0.8093,3.4014,7.1405,121.0
2022-07-13,5.0578,5.1302,0.8087,3.4014,7.1405,121.0
2022-07-14,5.0719,5.1252,0.7904,3.4014,7.1405,121.0
2022-07-15,5.0576,5.1121,0.7863,3.4014,7.1405,122.0
2022-07-18,5.0365,5.0209,0.754,3.0398,7.1405,108.0
2022-07-19,5.0349,5.0154,0.7545,3.0398,7.1405,109.0
2022-07-20,5.013,4.961,0.7388,3.0398,7.1279,112.0
2022-07-21,4.9691,4.9449,0.738,3.0398,7.1279,111.0
2022-07-22,4.953,4.8901,0.7362,2.5115,7.1279,124.0
2022-07-25,4.953,4.8773,0.7229,2.5115,7.1279,128.0
2022-07-26,4.9359,4.8729,0.7154,2.5115,7.1279,128.0
2022-07-27,4.9359,4.8665,0.704,2.5115,7.1279,128.0
2022-07-28,4.8767,4.8477,0.695,2.5115,7.1279,127.0
2022-07-29,4.8041,4.7558,0.6424,2.6963,6.4294,129.0
2022-08-01,4.8032,4.7472,0.6562,2.6963,6.4294,128.0
2022-08-02,4.8022,4.7458,0.6536,2.6963,6.4294,129.0
2022-08-03,4.8022,4.7411,0.6577,2.6963,6.4294,129.0
2022-08-04,4.8085,4.7497,0.6566,2.6963,6.4294,130.0
2022-08-05,4.7802,4.7296,0.6563,2.6963,6.4294,132.0
2022-08-08,4.7161,4.7054,0.6393,2.5833,6.4294,131.0
2022-08-09,5.7109,5.6996,0.6703,3.6075,7.6823,133.0
2022-08-10,5.7412,5.706,0.6703,3.2967,7.6823,134.0
2022-08-11,5.7385,5.6953,0.679,3.2967,7.6823,135.0
2022-08-12,5.6392,5.641,0.6526,3.2967,7.3059,134.0
2022-08-15,5.6203,5.6206,0.6482,3.2967,7.3059,134.0
2022-08-16,5.6203,5.6033,0.6564,3.2967,7.3059,134.0
2022-08-17,5.6133,5.5963,0.6636,3.0389,7.3059,134.0
2022-08-18,5.6017,5.5631,0.6739,3.0389,7.3059,134.0
2022-08-19,5.3631,5.3702,0.6755,3.0389,7.6841,135.0
2022-08-22,5.3111,5.3247,0.6767,3.0389,7.6841,132.0
2022-08-23,5.327,5.3217,0.6774,3.0389,7.6841,132.0
2022-08-24,5.3095,5.3124,0.6735,3.0389,7.6841,133.0
2022-08-25,5.278,5.294,0.6714,3.0389,7.6841,135.0
2022-08-26,5.2724,5.2292,0.6386,3.0389,7.1363,136.0
2022-08-29,5.2001,5.2064,0.6371,3.0389,7.1363,134.0
2022-08-30,5.1745,5.1953,0.637,3.0389,7.1363,135.0
2022-08-31,5.1637,5.1833,0.6344,3.0389,7.1363,135.0
2022-09-01,5.1637,5.151,0.6757,3.0903,7.1363,135.0
2022-09-02,5.0884,5.0091,0.7122,2.9876,6.652,135.0
2022-09-05,5.018,4.9803,0.7036,2.9876,6.652,135.0
2022-09-06,5.0163,4.9565,0.7176,2.9876,6.652,135.0
2022-09-07,4.9948999999999995,4.941000000000001,0.7149000000000001,2.9876,6.652,135.0
2022-09-08,4.9735,4.9255,0.7122,2.9876,6.652,134.0
2022-09-09,5.5171,5.4249,0.7202,3.4997,6.9181,134.0
2022-09-12,5.3986,5.3491,0.7064,3.4997,6.9181,134.0
2022-09-13,5.3649,5.3399,0.7,3.608,6.9181,134.0
2022-09-14,5.3492,5.3264,0.702,3.608,6.9181,134.0
2022-09-15,5.291,5.2981,0.7077,3.608,6.9181,134.0
2022-09-16,4.9866,5.0447,0.6378,3.5633,6.9181,135.0
2022-09-19,4.9866,5.0306,0.6324,3.5633,6.9181,133.0
2022-09-20,4.9862,5.0272,0.6345,3.5633,6.9181,133.0
2022-09-21,4.9862,5.0245,0.6312,3.5633,6.9181,133.0
2022-09-22,4.9572,4.9966,0.6093,3.6157,6.9181,133.0
2022-09-23,4.8242,4.8923,0.6172,3.1311,6.9181,134.0
2022-09-26,4.8199,4.8725,0.6109,3.1311,6.9181,132.0
2022-09-27,4.8076,4.8528,0.6025,3.1311,6.9181,133.0
2022-09-28,4.7992,4.8357,0.6127,3.1311,6.9181,133.0
2022-09-29,4.7812,4.8023,0.6039,3.1311,6.9181,131.0
2022-09-30,4.7468,4.7351,0.5899,2.8428,6.9181,131.0
2022-10-03,4.7324,4.7135,0.6179,2.7646,6.9181,130.0
2022-10-04,4.7025,4.7106,0.6194,2.7646,6.9181,130.0
2022-10-05,4.7025,4.71,0.6185,2.7646,6.9181,130.0
2022-10-06,4.6858,4.7016,0.6165,2.7646,6.9181,129.0
2022-10-07,4.6573,4.6725,0.6203,2.751,6.9181,130.0
2022-10-10,4.6503,4.6492,0.5984,2.751,6.3501,130.0
2022-10-11,5.2295,5.2046,0.5516,3.247,6.992,131.0
2022-10-12,5.22445,5.1979500000000005,0.5543,3.247,6.992,131.0
2022-10-13,5.2194,5.1913,0.557,3.247,6.992,127.0
2022-10-14,5.2097,5.1822,0.5775,3.1536,7.035,131.0
2022-10-17,5.1345,5.163,0.5756,3.1536,7.035,126.0
2022-10-18,5.1345,5.1657,0.5669,3.1536,7.035,128.0
2022-10-19,5.145,5.1633,0.5642,3.1536,7.035,129.0
2022-10-20,5.1149,5.1373,0.545,3.1536,7.035,127.0
2022-10-21,5.1149,5.1311,0.4938,3.247,6.7573,131.0
2022-10-24,5.1182,5.1229,0.4828,3.2985,6.7573,130.0
2022-10-25,5.1284,5.1387,0.4958,3.2985,6.7573,132.0
2022-10-26,5.1182,5.136,0.4982,3.2985,6.7573,132.0
2022-10-27,5.1301,5.1428,0.4962,3.2985,6.7573,132.0
2022-10-28,5.1226,5.1536,0.5151,3.2985,7.2151,133.0
2022-10-31,5.1188,5.1444,0.5152,3.2985,7.2151,130.0
2022-11-01,5.1231,5.1477,0.5161,3.2985,7.2151,130.0
2022-11-02,5.12335,5.146050000000001,0.5078,3.2985,7.2151,130.0
2022-11-03,5.1236,5.1444,0.4995,3.2985,7.2151,131.0
2022-11-04,5.1352,5.1603,0.5108,3.2985,7.3538,133.0
2022-11-07,5.1409,5.1633,0.5075,3.2985,7.3538,134.0
2022-11-08,5.1409,5.1616,0.5084,3.2985,7.3538,134.0
2022-11-09,5.1406,5.1626,0.5085,3.2985,7.3538,134.0
2022-11-10,5.1253,5.1174,0.4881,3.35,7.2152,135.0
2022-11-11,5.1564,5.1526,0.4913,3.35,7.0887,135.0
2022-11-14,5.1569,5.141,0.4767,3.35,7.0887,133.0
2022-11-15,5.172750000000001,5.146599999999999,0.4728,3.35,7.0887,133.0
2022-11-16,5.1886,5.1522,0.4689,3.35,7.0887,134.0
2022-11-17,5.1675,5.1748,0.4751,3.35,7.0887,131.0
2022-11-18,5.3244,5.3385,0.4609,3.5046,7.1308,133.0
2022-11-21,5.3405,5.3511,0.4592,3.5046,7.1308,130.0
2022-11-22,5.3405,5.3529,0.4604,3.5046,7.1308,130.0
2022-11-23,5.3463,5.364,0.4706,3.5046,7.1308,131.0
2022-11-24,5.3507,5.3744,0.4611,3.5046,7.1308,132.0
2022-11-25,5.3344,5.3716,0.4787,3.5046,7.3869,132.0
2022-11-28,5.3344,5.3723,0.4756,3.5046,7.3869,134.0
2022-11-29,5.3344,5.3723,0.4758,3.5046,7.3869,134.0
2022-11-30,5.3344,5.3729,0.4716,3.5046,7.3869,134.0
2022-12-01,5.3342,5.3717,0.4684,3.5046,7.3869,134.0
